STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014739,"BOSTON, MA US",2017-11-14,9.84,0.0,0.0,39.0,44,37
USW00014739,"BOSTON, MA US",2017-11-15,8.05,0.0,0.0,39.0,44,34
USW00014739,"BOSTON, MA US",2017-11-16,10.07,0.19,0.0,44.0,50,38
USW00014739,"BOSTON, MA US",2017-11-17,16.11,0.0,0.0,42.0,44,34
USW00014739,"BOSTON, MA US",2017-11-18,6.71,0.09,0.0,38.0,52,30
USW00014739,"BOSTON, MA US",2017-11-19,18.34,0.23,0.0,52.0,60,38
USW00014739,"BOSTON, MA US",2017-11-20,16.11,0.0,0.0,38.0,42,35
USW00014739,"BOSTON, MA US",2017-11-21,14.32,0.0,0.0,45.0,59,35
USW00014739,"BOSTON, MA US",2017-11-22,11.18,0.89,0.0,49.0,52,38
USW00014739,"BOSTON, MA US",2017-11-23,9.17,0.0,0.0,38.0,43,32
USW00014739,"BOSTON, MA US",2017-11-24,9.17,0.0,0.0,39.0,50,31
USW00014739,"BOSTON, MA US",2017-11-25,10.74,0.0,0.0,46.0,58,38
USW00014739,"BOSTON, MA US",2017-11-26,15.43,0.0,0.0,48.0,51,37
USW00014739,"BOSTON, MA US",2017-11-27,12.97,0.0,0.0,39.0,47,27
USW00014739,"BOSTON, MA US",2017-11-28,9.17,0.0,0.0,31.0,47,22
USW00014739,"BOSTON, MA US",2017-11-29,16.55,0.0,0.0,50.0,61,38
USW00014739,"BOSTON, MA US",2017-11-30,7.83,0.0,0.0,39.0,45,30
USW00014739,"BOSTON, MA US",2017-12-01,10.29,0.09,0.0,46.0,51,38
USW00014739,"BOSTON, MA US",2017-12-02,5.14,0.0,0.0,39.0,43,34
USW00014739,"BOSTON, MA US",2017-12-03,4.92,0.0,0.0,39.0,44,34
USW00014739,"BOSTON, MA US",2017-12-04,7.16,0.0,0.0,39.0,43,33
USW00014739,"BOSTON, MA US",2017-12-05,15.88,0.08,0.0,41.0,59,38
USW00014739,"BOSTON, MA US",2017-12-06,14.09,0.46,0.0,51.0,58,36
USW00014739,"BOSTON, MA US",2017-12-07,11.41,0.0,0.0,39.0,47,33
USW00014739,"BOSTON, MA US",2017-12-08,9.62,0.0,0.0,37.0,39,31
USW00014739,"BOSTON, MA US",2017-12-09,7.61,0.66,5.8,35.0,37,31
USW00014739,"BOSTON, MA US",2017-12-10,12.3,0.03,0.3,33.0,38,31
USW00014739,"BOSTON, MA US",2017-12-11,9.4,0.0,0.0,34.0,39,32
USW00014739,"BOSTON, MA US",2017-12-12,11.41,0.04,0.0,39.0,46,33
USW00014739,"BOSTON, MA US",2017-12-13,21.03,0.0,0.0,28.0,36,22
USW00014739,"BOSTON, MA US",2017-12-14,14.76,0.0,0.0,24.0,30,19
USW00014739,"BOSTON, MA US",2017-12-15,7.38,0.0,0.0,22.0,27,17
USW00014739,"BOSTON, MA US",2017-12-16,13.65,0.0,0.0,27.0,34,22
USW00014739,"BOSTON, MA US",2017-12-17,9.62,0.0,0.0,25.0,31,20
USW00014739,"BOSTON, MA US",2017-12-18,3.58,0.0,0.0,27.0,38,22
USW00014739,"BOSTON, MA US",2017-12-19,11.41,0.0,0.0,40.0,51,34
USW00014739,"BOSTON, MA US",2017-12-20,15.66,0.0,0.0,43.0,47,31
USW00014739,"BOSTON, MA US",2017-12-21,10.07,0.0,0.0,31.0,33,26
USW00014739,"BOSTON, MA US",2017-12-22,8.95,0.1,0.1,27.0,38,23
USW00014739,"BOSTON, MA US",2017-12-23,7.83,0.58,0.0,30.0,43,25
USW00014739,"BOSTON, MA US",2017-12-24,11.18,0.0,0.0,36.0,39,32
USW00014739,"BOSTON, MA US",2017-12-25,19.01,0.44,2.9,33.0,38,23
USW00014739,"BOSTON, MA US",2017-12-26,15.21,0.0,0.0,26.0,27,19
USW00014739,"BOSTON, MA US",2017-12-27,13.42,0.0,0.0,18.0,20,12
USW00014739,"BOSTON, MA US",2017-12-28,17.22,0.0,0.0,10.0,12,5
USW00014739,"BOSTON, MA US",2017-12-29,11.63,0.0,0.0,6.0,14,2
USW00014739,"BOSTON, MA US",2017-12-30,8.5,0.01,0.1,11.0,18,6
USW00014739,"BOSTON, MA US",2017-12-31,15.43,0.0,0.0,12.0,13,4
USW00014739,"BOSTON, MA US",2018-01-01,16.33,0.0,0.0,6.0,13,0
USW00014739,"BOSTON, MA US",2018-01-02,12.75,0.0,0.0,10.0,19,4
USW00014739,"BOSTON, MA US",2018-01-03,9.4,0.0,0.0,21.0,29,16
USW00014739,"BOSTON, MA US",2018-01-04,22.59,1.35,13.4,26.0,30,22
USW00014739,"BOSTON, MA US",2018-01-05,24.83,0.0,0.0,18.0,24,6
USW00014739,"BOSTON, MA US",2018-01-06,21.92,0.0,0.0,8.0,12,1
USW00014739,"BOSTON, MA US",2018-01-07,16.11,0.0,0.0,5.0,17,-2
USW00014739,"BOSTON, MA US",2018-01-08,16.78,0.0,0.0,24.0,35,17
USW00014739,"BOSTON, MA US",2018-01-09,13.87,0.0,0.0,35.0,43,31
USW00014739,"BOSTON, MA US",2018-01-10,7.38,0.0,0.0,31.0,36,25
USW00014739,"BOSTON, MA US",2018-01-11,11.18,0.0,0.0,39.0,51,33
USW00014739,"BOSTON, MA US",2018-01-12,14.76,0.62,0.0,50.0,60,39
USW00014739,"BOSTON, MA US",2018-01-13,20.13,1.24,0.0,50.0,61,19
USW00014739,"BOSTON, MA US",2018-01-14,11.63,0.0,0.0,19.0,23,14
USW00014739,"BOSTON, MA US",2018-01-15,13.65,0.0,0.3,16.0,21,12
USW00014739,"BOSTON, MA US",2018-01-16,5.14,0.0,0.0,24.0,33,20
USW00014739,"BOSTON, MA US",2018-01-17,6.49,0.21,1.7,32.0,34,31
USW00014739,"BOSTON, MA US",2018-01-18,11.18,0.0,0.0,28.0,32,21
USW00014739,"BOSTON, MA US",2018-01-19,9.62,0.0,0.0,28.0,34,23
USW00014739,"BOSTON, MA US",2018-01-20,14.32,0.0,0.0,37.0,47,29
USW00014739,"BOSTON, MA US",2018-01-21,6.04,0.0,0.0,42.0,49,34
USW00014739,"BOSTON, MA US",2018-01-22,4.92,0.06,0.0,36.0,39,34
USW00014739,"BOSTON, MA US",2018-01-23,9.17,1.26,0.0,38.0,55,32
USW00014739,"BOSTON, MA US",2018-01-24,14.54,0.0,0.0,38.0,42,24
USW00014739,"BOSTON, MA US",2018-01-25,16.11,0.0,0.0,26.0,30,21
USW00014739,"BOSTON, MA US",2018-01-26,11.41,0.0,0.0,25.0,34,19
USW00014739,"BOSTON, MA US",2018-01-27,16.33,0.0,0.0,36.0,53,25
USW00014739,"BOSTON, MA US",2018-01-28,10.29,0.03,0.0,49.0,52,43
USW00014739,"BOSTON, MA US",2018-01-29,15.88,0.0,0.1,38.0,43,28
USW00014739,"BOSTON, MA US",2018-01-30,15.21,0.15,2.3,27.0,31,20
USW00014739,"BOSTON, MA US",2018-01-31,13.2,0.0,0.0,24.0,30,18
USW00014739,"BOSTON, MA US",2018-02-01,13.42,0.04,0.0,35.0,46,30
USW00014739,"BOSTON, MA US",2018-02-02,17.45,0.25,0.1,32.0,38,12
USW00014739,"BOSTON, MA US",2018-02-03,12.97,0.0,0.0,17.0,28,10
USW00014739,"BOSTON, MA US",2018-02-04,10.74,0.29,0.0,32.0,43,26
USW00014739,"BOSTON, MA US",2018-02-05,13.42,0.36,0.0,40.0,43,24
USW00014739,"BOSTON, MA US",2018-02-06,8.28,0.0,0.0,27.0,34,22
USW00014739,"BOSTON, MA US",2018-02-07,7.38,0.65,2.1,30.0,43,23
USW00014739,"BOSTON, MA US",2018-02-08,13.42,0.0,0.0,30.0,34,22
USW00014739,"BOSTON, MA US",2018-02-09,11.41,0.0,0.0,27.0,32,22
USW00014739,"BOSTON, MA US",2018-02-10,8.5,0.16,0.0,39.0,52,30
USW00014739,"BOSTON, MA US",2018-02-11,7.16,0.69,0.0,43.0,49,38
USW00014739,"BOSTON, MA US",2018-02-12,10.51,0.0,0.0,41.0,48,33
USW00014739,"BOSTON, MA US",2018-02-13,10.07,0.0,0.0,30.0,33,25
USW00014739,"BOSTON, MA US",2018-02-14,11.18,0.0,0.0,35.0,47,28
USW00014739,"BOSTON, MA US",2018-02-15,8.5,0.0,0.0,42.0,49,35
USW00014739,"BOSTON, MA US",2018-02-16,10.96,0.02,0.0,49.0,54,34
USW00014739,"BOSTON, MA US",2018-02-17,11.63,0.17,1.9,33.0,35,27
USW00014739,"BOSTON, MA US",2018-02-18,10.29,0.35,3.7,36.0,44,32
USW00014739,"BOSTON, MA US",2018-02-19,12.53,0.06,0.0,38.0,50,26
USW00014739,"BOSTON, MA US",2018-02-20,10.74,0.01,0.0,55.0,70,42
USW00014739,"BOSTON, MA US",2018-02-21,14.32,0.0,0.0,56.0,72,41
USW00014739,"BOSTON, MA US",2018-02-22,9.62,0.08,0.5,46.0,55,32
USW00014739,"BOSTON, MA US",2018-02-23,9.17,0.12,0.0,35.0,40,31
USW00014739,"BOSTON, MA US",2018-02-24,10.29,0.0,0.0,45.0,55,37
USW00014739,"BOSTON, MA US",2018-02-25,14.32,0.51,0.0,40.0,41,37
USW00014739,"BOSTON, MA US",2018-02-26,10.51,0.0,0.0,43.0,51,38
USW00014739,"BOSTON, MA US",2018-02-27,9.4,0.0,0.0,44.0,53,36
USW00014739,"BOSTON, MA US",2018-02-28,12.08,0.01,0.0,47.0,60,39
USW00014739,"BOSTON, MA US",2018-03-01,9.84,0.0,0.0,47.0,60,40
USW00014739,"BOSTON, MA US",2018-03-02,38.03,2.3,0.0,40.0,43,35
USW00014739,"BOSTON, MA US",2018-03-03,25.5,0.0,0.0,40.0,43,37
USW00014739,"BOSTON, MA US",2018-03-04,14.99,0.0,0.0,39.0,41,36
USW00014739,"BOSTON, MA US",2018-03-05,17.67,0.05,0.6,37.0,44,32
USW00014739,"BOSTON, MA US",2018-03-06,8.72,0.0,0.0,35.0,37,33
USW00014739,"BOSTON, MA US",2018-03-07,22.82,0.55,2.5,36.0,39,33
USW00014739,"BOSTON, MA US",2018-03-08,15.66,0.71,3.9,34.0,38,31
USW00014739,"BOSTON, MA US",2018-03-09,12.75,0.0,0.0,34.0,37,29
USW00014739,"BOSTON, MA US",2018-03-10,17.9,0.0,0.0,36.0,40,33
USW00014739,"BOSTON, MA US",2018-03-11,12.3,0.0,0.0,37.0,44,31
USW00014739,"BOSTON, MA US",2018-03-12,13.87,0.0,0.0,37.0,42,29
USW00014739,"BOSTON, MA US",2018-03-13,25.05,1.15,14.5,33.0,38,28
USW00014739,"BOSTON, MA US",2018-03-14,18.12,0.03,0.3,33.0,41,29
USW00014739,"BOSTON, MA US",2018-03-15,17.67,0.01,0.1,36.0,43,32
USW00014739,"BOSTON, MA US",2018-03-16,17.67,0.0,0.0,35.0,38,28
USW00014739,"BOSTON, MA US",2018-03-17,18.34,0.0,0.0,31.0,42,19
USW00014739,"BOSTON, MA US",2018-03-18,14.09,0.0,0.0,23.0,33,16
USW00014739,"BOSTON, MA US",2018-03-19,14.32,0.0,0.0,28.0,38,21
USW00014739,"BOSTON, MA US",2018-03-20,8.72,0.0,0.0,31.0,39,24
USW00014739,"BOSTON, MA US",2018-03-21,19.69,0.0,0.0,34.0,39,32
USW00014739,"BOSTON, MA US",2018-03-22,13.42,0.09,1.3,36.0,42,32
USW00014739,"BOSTON, MA US",2018-03-23,9.62,0.0,0.0,38.0,42,35
USW00014739,"BOSTON, MA US",2018-03-24,8.95,0.01,0.0,40.0,46,34
USW00014739,"BOSTON, MA US",2018-03-25,14.32,0.07,0.1,36.0,39,32
USW00014739,"BOSTON, MA US",2018-03-26,11.86,0.0,0.0,35.0,40,29
USW00014739,"BOSTON, MA US",2018-03-27,8.5,0.0,0.0,35.0,42,28
USW00014739,"BOSTON, MA US",2018-03-28,5.82,0.01,0.0,41.0,54,36
USW00014739,"BOSTON, MA US",2018-03-29,5.37,0.01,0.0,43.0,50,37
USW00014739,"BOSTON, MA US",2018-03-30,11.86,0.08,0.0,52.0,64,43
USW00014739,"BOSTON, MA US",2018-03-31,14.32,0.0,0.0,47.0,57,39
USW00014739,"BOSTON, MA US",2018-04-01,17.9,0.0,0.0,48.0,59,37
USW00014739,"BOSTON, MA US",2018-04-02,5.82,0.11,0.7,37.0,40,31
USW00014739,"BOSTON, MA US",2018-04-03,10.07,0.47,0.0,38.0,48,32
USW00014739,"BOSTON, MA US",2018-04-04,12.97,0.2,0.0,44.0,58,39
USW00014739,"BOSTON, MA US",2018-04-05,21.7,0.0,0.0,38.0,43,30
USW00014739,"BOSTON, MA US",2018-04-06,10.96,0.21,0.6,34.0,43,29
USW00014739,"BOSTON, MA US",2018-04-07,12.08,0.01,0.0,41.0,47,35
USW00014739,"BOSTON, MA US",2018-04-08,13.42,0.0,0.0,37.0,42,32
USW00014739,"BOSTON, MA US",2018-04-09,11.63,0.0,0.0,37.0,46,30
USW00014739,"BOSTON, MA US",2018-04-10,3.58,0.0,0.0,38.0,41,35
USW00014739,"BOSTON, MA US",2018-04-11,10.96,0.0,0.0,37.0,45,30
USW00014739,"BOSTON, MA US",2018-04-12,11.63,0.06,0.0,43.0,55,36
USW00014739,"BOSTON, MA US",2018-04-13,9.4,0.0,0.0,55.0,69,44
USW00014739,"BOSTON, MA US",2018-04-14,13.2,0.0,0.0,47.0,52,38
USW00014739,"BOSTON, MA US",2018-04-15,22.37,0.04,0.0,36.0,39,33
USW00014739,"BOSTON, MA US",2018-04-16,19.69,1.57,0.0,40.0,53,36
USW00014739,"BOSTON, MA US",2018-04-17,15.43,0.0,0.0,47.0,50,40
USW00014739,"BOSTON, MA US",2018-04-18,14.54,0.0,0.0,44.0,53,36
USW00014739,"BOSTON, MA US",2018-04-19,8.28,0.23,0.0,42.0,44,36
USW00014739,"BOSTON, MA US",2018-04-20,16.11,0.0,0.0,44.0,53,36
USW00014739,"BOSTON, MA US",2018-04-21,11.41,0.0,0.0,47.0,59,39
USW00014739,"BOSTON, MA US",2018-04-22,8.95,0.0,0.0,51.0,62,42
USW00014739,"BOSTON, MA US",2018-04-23,10.51,0.0,0.0,50.0,58,43
USW00014739,"BOSTON, MA US",2018-04-24,12.3,0.0,0.0,54.0,69,42
USW00014739,"BOSTON, MA US",2018-04-25,9.17,0.72,0.0,50.0,56,47
USW00014739,"BOSTON, MA US",2018-04-26,11.63,0.21,0.0,57.0,68,50
USW00014739,"BOSTON, MA US",2018-04-27,7.61,0.54,0.0,52.0,57,46
USW00014739,"BOSTON, MA US",2018-04-28,7.83,0.0,0.0,53.0,70,46
USW00014739,"BOSTON, MA US",2018-04-29,10.29,0.05,0.0,55.0,60,43
USW00014739,"BOSTON, MA US",2018-04-30,6.71,0.2,0.0,45.0,48,40
USW00014739,"BOSTON, MA US",2018-05-01,8.05,0.0,0.0,51.0,67,44
USW00014739,"BOSTON, MA US",2018-05-02,13.65,0.0,0.0,71.0,89,58
USW00014739,"BOSTON, MA US",2018-05-03,9.62,0.09,0.0,74.0,90,61
USW00014739,"BOSTON, MA US",2018-05-04,12.08,0.0,0.0,69.0,82,57
USW00014739,"BOSTON, MA US",2018-05-05,14.54,0.0,0.0,69.0,75,58
USW00014739,"BOSTON, MA US",2018-05-06,7.38,0.19,0.0,62.0,67,50
USW00014739,"BOSTON, MA US",2018-05-07,8.95,0.0,0.0,53.0,61,48
USW00014739,"BOSTON, MA US",2018-05-08,8.05,0.0,0.0,50.0,60,45
USW00014739,"BOSTON, MA US",2018-05-09,8.95,0.0,0.0,55.0,63,46
USW00014739,"BOSTON, MA US",2018-05-10,9.84,0.0,0.0,52.0,71,49
USW00014739,"BOSTON, MA US",2018-05-11,9.62,0.0,0.0,63.0,70,52
USW00014739,"BOSTON, MA US",2018-05-12,7.61,0.21,0.0,51.0,53,49
USW00014739,"BOSTON, MA US",2018-05-13,8.72,0.0,0.0,50.0,54,48
USW00014739,"BOSTON, MA US",2018-05-14,8.72,0.0,0.0,56.0,69,49
USW00014739,"BOSTON, MA US",2018-05-15,10.51,1.0,0.0,66.0,85,58
USW00014739,"BOSTON, MA US",2018-05-16,9.4,0.0,0.0,56.0,62,50
USW00014739,"BOSTON, MA US",2018-05-17,5.14,0.0,0.0,58.0,71,51
USW00014739,"BOSTON, MA US",2018-05-18,14.32,0.0,0.0,58.0,65,47
USW00014739,"BOSTON, MA US",2018-05-19,8.05,0.2,0.0,50.0,55,46
USW00014739,"BOSTON, MA US",2018-05-20,11.63,0.08,0.0,65.0,81,54
USW00014739,"BOSTON, MA US",2018-05-21,8.5,0.0,0.0,67.0,80,57
USW00014739,"BOSTON, MA US",2018-05-22,6.71,0.03,0.0,62.0,67,54
USW00014739,"BOSTON, MA US",2018-05-23,9.62,0.02,0.0,63.0,84,54
USW00014739,"BOSTON, MA US",2018-05-24,11.86,0.0,0.0,61.0,68,53
USW00014739,"BOSTON, MA US",2018-05-25,14.99,0.0,0.0,70.0,88,54
USW00014739,"BOSTON, MA US",2018-05-26,11.63,0.0,0.0,78.0,89,61
USW00014739,"BOSTON, MA US",2018-05-27,16.11,0.02,0.0,57.0,61,50
USW00014739,"BOSTON, MA US",2018-05-28,7.83,0.06,0.0,52.0,59,50
USW00014739,"BOSTON, MA US",2018-05-29,9.4,0.0,0.0,67.0,85,58
USW00014739,"BOSTON, MA US",2018-05-30,8.5,0.0,0.0,65.0,69,60
USW00014739,"BOSTON, MA US",2018-05-31,10.07,0.0,0.0,66.0,83,56
USW00014739,"BOSTON, MA US",2018-06-01,8.05,0.01,0.0,70.0,79,64
USW00014739,"BOSTON, MA US",2018-06-02,8.5,0.01,0.0,73.0,81,57
USW00014739,"BOSTON, MA US",2018-06-03,13.2,0.0,0.0,58.0,60,50
USW00014739,"BOSTON, MA US",2018-06-04,14.54,0.62,0.0,52.0,53,49
USW00014739,"BOSTON, MA US",2018-06-05,7.38,0.34,0.0,53.0,61,49
USW00014739,"BOSTON, MA US",2018-06-06,9.4,0.0,0.0,56.0,62,53
USW00014739,"BOSTON, MA US",2018-06-07,11.41,0.0,0.0,61.0,72,54
USW00014739,"BOSTON, MA US",2018-06-08,6.71,0.0,0.0,65.0,81,55
USW00014739,"BOSTON, MA US",2018-06-09,7.83,0.0,0.0,72.0,80,62
USW00014739,"BOSTON, MA US",2018-06-10,10.07,0.0,0.0,68.0,72,60
USW00014739,"BOSTON, MA US",2018-06-11,10.51,0.0,0.0,62.0,64,56
USW00014739,"BOSTON, MA US",2018-06-12,17.9,0.0,0.0,65.0,80,54
USW00014739,"BOSTON, MA US",2018-06-13,15.88,0.0,0.0,67.0,77,59
USW00014739,"BOSTON, MA US",2018-06-14,14.76,0.0,0.0,73.0,79,57
USW00014739,"BOSTON, MA US",2018-06-15,8.05,0.0,0.0,59.0,64,54
USW00014739,"BOSTON, MA US",2018-06-16,7.61,0.0,0.0,70.0,85,56
USW00014739,"BOSTON, MA US",2018-06-17,7.61,0.0,0.0,69.0,81,62
USW00014739,"BOSTON, MA US",2018-06-18,16.33,0.13,0.0,75.0,89,66
USW00014739,"BOSTON, MA US",2018-06-19,12.75,0.01,0.0,77.0,84,68
USW00014739,"BOSTON, MA US",2018-06-20,8.05,0.0,0.0,73.0,85,63
USW00014739,"BOSTON, MA US",2018-06-21,7.61,0.0,0.0,73.0,80,64
USW00014739,"BOSTON, MA US",2018-06-22,10.29,0.0,0.0,66.0,70,60
USW00014739,"BOSTON, MA US",2018-06-23,9.4,0.0,0.0,63.0,65,60
USW00014739,"BOSTON, MA US",2018-06-24,5.82,0.26,0.0,65.0,77,59
USW00014739,"BOSTON, MA US",2018-06-25,9.17,0.33,0.0,68.0,74,61
USW00014739,"BOSTON, MA US",2018-06-26,12.3,0.0,0.0,67.0,79,60
USW00014739,"BOSTON, MA US",2018-06-27,12.75,0.09,0.0,71.0,80,63
USW00014739,"BOSTON, MA US",2018-06-28,8.28,1.16,0.0,71.0,76,65
USW00014739,"BOSTON, MA US",2018-06-29,7.83,0.0,0.0,78.0,90,72
USW00014739,"BOSTON, MA US",2018-06-30,7.61,0.0,0.0,81.0,92,75
USW00014739,"BOSTON, MA US",2018-07-01,8.05,0.0,0.0,82.0,92,70
USW00014739,"BOSTON, MA US",2018-07-02,8.5,0.0,0.0,73.0,84,69
USW00014739,"BOSTON, MA US",2018-07-03,9.4,0.01,0.0,84.0,98,73
USW00014739,"BOSTON, MA US",2018-07-04,6.26,0.0,0.0,84.0,87,73
USW00014739,"BOSTON, MA US",2018-07-05,11.63,0.0,0.0,84.0,94,74
USW00014739,"BOSTON, MA US",2018-07-06,16.55,0.35,0.0,81.0,86,65
USW00014739,"BOSTON, MA US",2018-07-07,9.84,0.0,0.0,70.0,75,61
USW00014739,"BOSTON, MA US",2018-07-08,9.17,0.0,0.0,71.0,81,61
USW00014739,"BOSTON, MA US",2018-07-09,11.41,0.0,0.0,77.0,91,65
USW00014739,"BOSTON, MA US",2018-07-10,9.62,0.0,0.0,81.0,96,68
USW00014739,"BOSTON, MA US",2018-07-11,10.96,0.19,0.0,74.0,75,66
USW00014739,"BOSTON, MA US",2018-07-12,9.4,0.0,0.0,70.0,74,65
USW00014739,"BOSTON, MA US",2018-07-13,11.63,0.0,0.0,70.0,78,64
USW00014739,"BOSTON, MA US",2018-07-14,8.72,0.31,0.0,69.0,76,63
USW00014739,"BOSTON, MA US",2018-07-15,6.49,0.01,0.0,72.0,79,67
USW00014739,"BOSTON, MA US",2018-07-16,6.71,0.0,0.0,70.0,77,67
USW00014739,"BOSTON, MA US",2018-07-17,11.41,2.68,0.0,77.0,91,69
USW00014739,"BOSTON, MA US",2018-07-18,10.29,0.06,0.0,76.0,83,69
USW00014739,"BOSTON, MA US",2018-07-19,9.62,0.0,0.0,72.0,77,65
USW00014739,"BOSTON, MA US",2018-07-20,9.62,0.0,0.0,72.0,79,66
USW00014739,"BOSTON, MA US",2018-07-21,8.72,0.0,0.0,69.0,74,63
USW00014739,"BOSTON, MA US",2018-07-22,10.74,0.17,0.0,71.0,78,67
USW00014739,"BOSTON, MA US",2018-07-23,12.53,0.03,0.0,78.0,86,75
USW00014739,"BOSTON, MA US",2018-07-24,10.51,0.0,0.0,80.0,88,73
USW00014739,"BOSTON, MA US",2018-07-25,12.97,0.14,0.0,79.0,87,75
USW00014739,"BOSTON, MA US",2018-07-26,12.08,0.6,0.0,78.0,86,73
USW00014739,"BOSTON, MA US",2018-07-27,8.5,0.0,0.0,79.0,90,71
USW00014739,"BOSTON, MA US",2018-07-28,9.4,0.0,0.0,79.0,87,72
USW00014739,"BOSTON, MA US",2018-07-29,8.72,0.0,0.0,79.0,84,74
USW00014739,"BOSTON, MA US",2018-07-30,8.5,0.0,0.0,76.0,82,70
USW00014739,"BOSTON, MA US",2018-07-31,8.05,0.0,0.0,75.0,82,69
USW00014739,"BOSTON, MA US",2018-08-01,9.84,0.0,0.0,75.0,84,68
USW00014739,"BOSTON, MA US",2018-08-02,13.2,0.0,0.0,84.0,95,76
USW00014739,"BOSTON, MA US",2018-08-03,10.51,0.06,0.0,83.0,91,77
USW00014739,"BOSTON, MA US",2018-08-04,9.17,0.64,0.0,78.0,85,73
USW00014739,"BOSTON, MA US",2018-08-05,6.26,0.0,0.0,78.0,87,70
USW00014739,"BOSTON, MA US",2018-08-06,8.05,0.0,0.0,84.0,96,73
USW00014739,"BOSTON, MA US",2018-08-07,11.63,0.0,0.0,86.0,95,77
USW00014739,"BOSTON, MA US",2018-08-08,6.93,0.98,0.0,80.0,85,74
USW00014739,"BOSTON, MA US",2018-08-09,9.17,0.06,0.0,80.0,90,74
USW00014739,"BOSTON, MA US",2018-08-10,7.16,0.0,0.0,79.0,88,72
USW00014739,"BOSTON, MA US",2018-08-11,7.16,0.39,0.0,71.0,73,67
USW00014739,"BOSTON, MA US",2018-08-12,8.5,1.38,0.0,70.0,75,67
USW00014739,"BOSTON, MA US",2018-08-13,9.62,0.29,0.0,70.0,74,68
USW00014739,"BOSTON, MA US",2018-08-14,6.04,0.01,0.0,72.0,80,69
USW00014739,"BOSTON, MA US",2018-08-15,6.49,0.0,0.0,77.0,88,70
USW00014739,"BOSTON, MA US",2018-08-16,9.17,0.0,0.0,84.0,91,75
USW00014739,"BOSTON, MA US",2018-08-17,8.05,0.2,0.0,75.0,80,70
USW00014739,"BOSTON, MA US",2018-08-18,11.63,0.13,0.0,78.0,88,67
USW00014739,"BOSTON, MA US",2018-08-19,15.21,0.01,0.0,70.0,73,67
USW00014739,"BOSTON, MA US",2018-08-20,11.18,0.0,0.0,70.0,74,67
USW00014739,"BOSTON, MA US",2018-08-21,8.72,0.0,0.0,68.0,72,65
USW00014739,"BOSTON, MA US",2018-08-22,8.95,0.5,0.0,72.0,84,66
USW00014739,"BOSTON, MA US",2018-08-23,10.51,0.0,0.0,73.0,80,66
USW00014739,"BOSTON, MA US",2018-08-24,7.83,0.0,0.0,73.0,85,62
USW00014739,"BOSTON, MA US",2018-08-25,8.95,0.0,0.0,74.0,82,66
USW00014739,"BOSTON, MA US",2018-08-26,9.84,0.0,0.0,73.0,84,62
USW00014739,"BOSTON, MA US",2018-08-27,9.17,0.0,0.0,80.0,90,73
USW00014739,"BOSTON, MA US",2018-08-28,10.96,0.0,0.0,85.0,97,75
USW00014739,"BOSTON, MA US",2018-08-29,11.41,0.0,0.0,89.0,98,81
USW00014739,"BOSTON, MA US",2018-08-30,11.18,0.0,0.0,83.0,92,71
USW00014739,"BOSTON, MA US",2018-08-31,10.96,0.0,0.0,71.0,73,63
USW00014739,"BOSTON, MA US",2018-09-01,7.38,0.0,0.0,68.0,74,63
USW00014739,"BOSTON, MA US",2018-09-02,8.95,0.0,0.0,72.0,84,64
USW00014739,"BOSTON, MA US",2018-09-03,10.51,0.0,0.0,81.0,96,73
USW00014739,"BOSTON, MA US",2018-09-04,9.62,0.0,0.0,83.0,87,73
USW00014739,"BOSTON, MA US",2018-09-05,9.84,0.0,0.0,79.0,92,71
USW00014739,"BOSTON, MA US",2018-09-06,10.07,0.03,0.0,81.0,97,74
USW00014739,"BOSTON, MA US",2018-09-07,8.5,0.0,0.0,71.0,75,66
USW00014739,"BOSTON, MA US",2018-09-08,9.62,0.0,0.0,67.0,71,59
USW00014739,"BOSTON, MA US",2018-09-09,13.65,0.0,0.0,61.0,65,57
USW00014739,"BOSTON, MA US",2018-09-10,17.9,0.76,0.0,64.0,68,62
USW00014739,"BOSTON, MA US",2018-09-11,6.04,0.53,0.0,67.0,75,65
USW00014739,"BOSTON, MA US",2018-09-12,7.61,0.26,0.0,69.0,70,66
USW00014739,"BOSTON, MA US",2018-09-13,4.92,0.44,0.0,68.0,71,65
USW00014739,"BOSTON, MA US",2018-09-14,5.37,0.0,0.0,69.0,75,65
USW00014739,"BOSTON, MA US",2018-09-15,5.14,0.0,0.0,67.0,73,63
USW00014739,"BOSTON, MA US",2018-09-16,6.93,0.0,0.0,71.0,81,63
USW00014739,"BOSTON, MA US",2018-09-17,10.51,0.0,0.0,74.0,85,67
USW00014739,"BOSTON, MA US",2018-09-18,5.82,1.15,0.0,73.0,77,69
USW00014739,"BOSTON, MA US",2018-09-19,11.63,0.0,0.0,66.0,71,62
USW00014739,"BOSTON, MA US",2018-09-20,11.18,0.0,0.0,63.0,66,60
USW00014739,"BOSTON, MA US",2018-09-21,12.3,0.0,0.0,65.0,73,61
USW00014739,"BOSTON, MA US",2018-09-22,12.75,0.03,0.0,69.0,73,57
USW00014739,"BOSTON, MA US",2018-09-23,5.82,0.0,0.0,59.0,65,53
USW00014739,"BOSTON, MA US",2018-09-24,15.43,0.0,0.0,57.0,60,54
USW00014739,"BOSTON, MA US",2018-09-25,14.99,1.24,0.0,60.0,71,57
USW00014739,"BOSTON, MA US",2018-09-26,12.75,0.28,0.0,74.0,84,68
